Source,Target
35159,4279406
35159,4579628
35159,4585187
35159,4869212
35159,4905619
35159,5330114
35160,12804
35160,14021
35160,14907713
35160,236035
35160,241748
35160,4452361
35160,5023580
35160,5648435
35160,6020290
35160,6061963
35160,6319
35160,69626
35188,1234503
35188,18493
35188,20917
35188,20918
35188,23493
35188,237172
35188,35187
35188,4740211
35188,5777
35189,1234503
35189,13638508
35189,35197
35189,35211
35189,4677489
35189,4740211
35192,241987
35192,27539
35192,35189
35192,35197
35192,35215
35192,4590788
35196,1234503
35196,12920
35196,4740211
35196,942576
35197,1180696
35197,12920
35197,13584878
35197,16104205
35197,18493
35197,23493
35197,27539
35197,35196
35197,4872909
35197,5956365
35197,687502
35198,1234503
35198,20917
35198,20918
35198,27539
35198,27836
35198,28096
35198,35197
35198,35199
35198,35202
35198,35204
35198,35205
35198,35208
35198,35209
35198,35211
35198,35212
35198,35213
35198,4142977
35198,4740211
35198,687502
35199,4993720
35199,5053530
35201,17305
35201,17436
35201,198792
35201,23084
35201,242198
35201,242201
35201,242204
35201,4112831
35201,4152296
35201,4155790
35201,4298879
35201,4397694
35201,5036031
35201,5136468
35201,5370229
35201,5441164
35201,5564261
35201,839213
35201,876354
35201,918669
35201,1000299
35201,1206398
35201,14389
35203,18642
35203,22814
35203,25364
35203,639854
35203,876354
35203,918669
35204,14240586
35204,241616
35204,4584115
35204,5848053
35204,6057115
35205,1242342
35205,334216
35205,35199
35206,1093458
35206,1170711
35206,1234503
35206,20918
35206,237498
35206,35209
35206,4600355
35206,4740211
35206,817697
35206,98317
35207,1104773
35207,1105627
35207,1208760
35207,1273214
35207,1273220
35207,14048544
35207,14048561
35207,14114025
35207,14288182
35207,343500
35207,35208
35207,403049
35207,412211
35207,4566100
35207,4589809
35207,4648620
35207,4762232
35207,4813079
35207,4844120
35207,4861031
35207,4863759
35207,4900733
35207,5048513
35207,5095411
35207,5211289
35207,5485133
35207,822990
35207,823563
35207,827779
35207,977791
35208,1105627
35208,1234503
35208,13152309
35208,14288182
35208,14477480
35208,4379563
35208,5083012
35208,5095411
35208,5956078
35208,827779
35209,13621388
35209,13670860
35209,13846511
35209,14020498
35209,4740211
35209,5675460
35209,604705
35211,1106446
35211,1205656
35211,22990
35211,28096
35211,4153017
35211,4200526
35211,4600295
35211,4657467
35211,4749285
35211,4801720
35211,4900733
35211,6081323
35211,776813
35211,787769
35212,10941
35212,1106446
35212,1234503
35212,14662
35212,359017
35212,4379563
35212,4605326
35212,656288
35212,946377
35212,973963
35212,9963
35213,20918
35213,5731404
35213,5908477
35213,776813
35214,334217
35214,4590100
35214,4593120
35214,4730878
35214,831088
35215,18642
35215,20632
35215,4156410
35215,4156411
35215,4224228
35215,4456431
35215,4572800
35215,4595181
35215,4600295
35215,4605326
35215,4902187
35215,5072238
35215,5564261
35215,563752
35215,5942787
35215,854550
35263,13413162
35263,13413163
35263,13761710
35263,14276272
35263,14321488
35263,17700
35263,4154063
35263,4261153
35263,4386722
35263,4455335
35263,4655272
35263,4709835
35263,5348430
35263,5460021
35263,562647
35263,5961471
35263,963343
35265,17302
35265,890335
35266,4707022
35266,71397
35267,13655060
35267,4397964
35267,4566100
35267,4595291
35267,776813
35267,871665
35270,4214105
35270,13260170
35270,13886865
35270,1009103
35270,4119069
35270,5085667
35270,4810070
35270,4251554
35270,4853901
35270,4472513
35270,4843781
35270,20281638
35270,5569572
35270,4474021
35270,4125867
35270,13864145
35270,6026234
35270,5553332
35270,5406487
35270,1060074
35270,13692073
35270,4857594
35270,13672998
35277,14120833
35277,205788
35277,25707
35277,334436
35277,354839
35277,668773
35278,1053475
35278,1256484
35278,23284
35278,235842
35278,4404062
35278,4593182
35278,57611
35278,7343
35278,840801
35278,961569
35279,1176580
35279,13463737
35279,14935084
35279,401925
35279,4345617
35279,4812435
35279,4894504
35279,4901460
35279,55590
35279,5912890
35279,643004
35286,4169682
35286,935644
35286,25153
35286,4674749
35286,4404780
35286,4402064
35286,4733727
35286,899973
35286,10115
35286,13609090
35286,4205424
35286,4719776
35286,407708
35286,4331869
35286,5589923
35286,822578
35286,14385752
35286,13658199
35286,5170602
35286,822579
35286,4816429
35286,1064286
35286,844050
35286,4603266
35286,4214004
35286,4157278
35286,597480
35286,4846534
35286,5291907
35353,4153008
35353,1164816
35353,13894709
35353,849823
35353,13211630
35353,22454957
35353,5773262
35353,9297
35353,973986
35353,4593769
35353,4166101
35353,4205524
35353,18119216
35353,745397
35353,1234506
35353,1164815
35353,849678
35353,15403625
35353,4813341
35353,4405530
35353,5389794
35353,5569980
35353,4416840
35353,843422
35363,1207775
35363,13748804
35363,5980571
35448,11148
35448,1183752
35448,16213
35448,20572
35448,2510
35448,322254
35448,340805
35448,4609827
35448,4693931
35448,4734496
35448,5544085
35448,5687926
35448,5848627
35448,5926939
35448,669079
35448,842527
35448,873117
35463,1089719
35463,13218500
35463,4736937
35463,4825786
35463,4911386
35463,949873
35464,1101799
35464,1117258
35464,305890
35464,4273628
35464,4279260
35464,4396044
35464,4402392
35464,4547522
35464,4587740
35464,4598017
35464,4606666
35464,5120403
35464,5306737
35464,5653817
35468,4729052
35468,4512610
35468,984064
35468,332066
35468,278994
35468,4364648
35468,208444
35468,5059645
35468,1035911
35468,5466067
35468,199619
35468,4932046
35468,194894
35468,4356569
35468,5961343
35468,20993553
35468,162811
35468,13319580
35468,13376807
35468,4964565
35468,4192543
35468,4361295
35468,170101
35468,4356150
35468,5413328
35468,24176
35468,5009705
35468,1123431
35468,4181833
35468,4282929
35468,4106463
35468,13549415
35468,14454025
35468,4988715
35468,5242086
35468,29122
35468,5045354
35468,171281
35468,359570
35468,4331993
35468,5019957
35468,4181952
35468,5011103
35468,14235362
35468,1118738
35468,188867
35468,4855032
35468,4562935
35468,5029138
35468,4343243
35468,4672579
35468,176150
35468,5692583
35468,4591850
35468,5432025
35468,124735
35468,4568301
35468,236357
35468,4355374
35468,4357615
35468,5783842
35468,4729503
35468,4351807
35468,320641
35468,874097
35468,14282037
35468,356692
35468,15776571
35468,5132788
35468,17138
35468,4174441
35468,4581232
35468,124734
35468,4979954
35468,165364
35488,1097378
35488,4402953
35488,4358415
35488,203398
35488,4155668
35488,5044279
35488,5038516
35488,13806313
35488,208706
35489,5115912
35489,4152274
35489,4248172
35489,4258061
35489,5426284
35489,134352
35489,4248905
35489,13463314
35489,13806313
35489,13610939
35489,147860
35489,14607
35489,14282365
35489,14038306
35489,4107849
35489,5115914
35489,842360
35489,17590922
35489,74315
35506,1089060
35506,1089539
35506,1100199
35506,1107018
35506,1149079
35506,405202
35506,4114593
35506,4123790
35506,4134209
35506,4192899
35506,4591796
35506,4599381
35506,4609756
35506,4706010
35506,5717715
35506,766915
35506,776598
35506,805665
35506,806448
35506,811359
35506,825379
35506,8567
35511,129006
35512,14058959
35512,14104
35512,14154456
35512,14907713
35512,22535
35512,24037
35512,24039
35512,342501
35512,4158310
35512,4331387
35512,4921405
35512,5330264
35512,825509
35513,13746408
35513,13969719
35513,13969720
35513,14468226
35513,14497102
35513,170243
35513,4147647
35513,4148302
35513,4150766
35513,4150855
35513,4329371
35513,4359645
35513,4391972
35513,4394512
35513,4396690
35513,4400414
35513,5413828
35513,914775
35513,947889
35514,1080149
35514,1325
35514,14206608
35514,14290352
35514,14461406
35514,25262
35514,4130687
35514,4990763
35514,5123563
35514,641007
35515,14104
35515,14117
35515,14907713
35515,16262
35515,16868
35515,1744
35515,18438
35515,21157
35515,234939
35515,238935
35515,239942
35515,25264
35515,26663
35515,4125585
35515,4145798
35515,4146916
35515,4149344
35515,4150372
35515,4153588
35515,4153589
35515,4156359
35515,4331387
35515,4399832
35515,4402918
35515,4459
35515,4861255
35515,5432063
35515,6426
35515,6431
35515,6998
35515,789341
35516,14105
35516,14907713
35516,165746
35516,402693
35516,407214
35516,4158310
35516,418062
35516,4216763
35516,4354250
35516,4568606
35516,4568607
35516,4599005
35516,4599006
35516,4767461
35516,4958881
35516,5806584
35516,60331
35516,795607
35516,807554
35516,97270
35517,124058
35517,125270
35517,126363
35517,13061490
35517,131122
35517,13189581
35517,13198962
35517,13746409
35517,13892910
35517,139563
35517,14497101
35517,14497102
35517,14497103
35517,145435
35517,146700
35517,14907713
35517,26408
35517,4144122
35517,4144616
35517,4146914
35517,4148302
35517,4154942
35517,4274457
35517,4275465
35517,4372225
35517,4382355
35517,4384346
35517,4388959
35517,4391854
35517,4391972
35517,4404622
35517,4591376
35517,4612004
35517,4901826
35517,5826322
35517,9517
35518,10281
35518,14104
35518,22579
35518,23287
35518,23732
35518,418808
35518,838685
35518,838686
35518,879805
35518,1101806
35518,1190956
35518,1207743
35518,1262313
35518,4153588
35518,4522805
35518,4860919
35518,4921405
35518,4995907
35518,17743272
35519,13587488
35519,14907713
35519,164664
35519,172907
35519,174104
35519,4364067
35519,4396792
35519,4564298
35519,4590471
35519,4602166
35519,4923718
35519,5337843
35519,786365
35519,791290
35520,10008
35520,11793
35520,14186744
35520,14772230
35520,16561064
35520,18466
35520,18476
35520,20043
35520,237462
35520,290293
35520,325554
35520,334768
35520,351634
35520,410435
35520,4135217
35520,4192611
35520,4270657
35520,4325
35520,4569773
35520,4569774
35520,4569881
35520,4570991
35520,4578444
35520,4579628
35520,4595971
35520,4920870
35520,4923074
35520,4960161
35520,5001789
35520,5005951
35520,5329743
35520,708723
35520,779829
35520,793617
35521,10275
35521,1091635
35521,1092380
35521,1097409
35521,1098933
35521,1102715
35521,1102923
35521,1105569
35521,13278318
35521,13416179
35521,14110716
35521,14117
35521,14907713
35521,16262
35521,1744
35521,19344
35521,200602
35521,201606
35521,21157
35521,21158
35521,22535
35521,236016
35521,238935
35521,238938
35521,239919
35521,240804
35521,240806
35521,25264
35521,26663
35521,28074
35521,321422
35521,324979
35521,336628
35521,338993
35521,342501
35521,342506
35521,353483
35521,364482
35521,4129205
35521,4145798
35521,4146916
35521,4149344
35521,4153589
35521,4213931
35521,4287907
35521,4331387
35521,4346947
35521,4404622
35521,4556307
35521,4556308
35521,4559730
35521,4583201
35521,4583243
35521,4614010
35521,4882022
35521,4890231
35521,4899018
35521,4912518
35521,4920090
35521,4921405
35521,4931309
35521,4932889
35521,4995907
35521,5336023
35521,5338877
35521,5420057
35521,5541014
35521,5541535
35521,5654214
35521,5772963
35521,6998
35521,766831
35521,783137
35521,8587
35522,4551976
35522,4579869
35522,4580999
35522,4584483
35522,4584629
35522,4584798
35522,4609976
35522,4615214
35522,4711106
35522,4724542
35522,4898995
35522,4905439
35522,4915249
35522,4930244
35522,4939151
35522,4941569
35522,4965137
35522,5115557
35522,5310711
35522,5806584
35522,6056841
35522,783142
35522,791677
35522,1092372
35522,1107562
35522,1217727
35522,1254550
35522,132428
35522,136550
35522,14240539
35522,16748065
35522,21081
35522,325176
35522,343813
35522,402267
35522,403857
35522,4099097
35522,4108384
35522,4109859
35522,4115981
35522,4152561
35522,4183001
35522,4330740
35522,4348549
35522,4540254
35523,1069303
35523,12139
35523,1370
35523,13864258
35523,13940741
35523,14191356
35523,14290352
35523,17248248
35523,21166
35523,234419
35523,4145314
35523,4148095
35523,4148667
35523,4148702
35523,4150368
35523,4150369
35523,4379022
35523,4380121
35523,4381782
35523,4385904
35523,4389612
35523,4391801
35523,4398726
35523,4404818
35523,4753161
35523,806078
35524,5783892
35524,4598231
35524,4405720
35524,833142
35524,678020
35524,13345769
35524,13549370
35524,172488
35524,4364030
35524,13840823
35524,14850479
35524,14051802
35524,14269334
35524,11946544
35524,14907713
35524,4404815
35524,13923331
35525,105246
35525,20509
35525,236309
35525,237879
35525,366
35525,4145314
35525,4151520
35525,4152205
35525,4379022
35525,4622632
35525,4625
35525,5001868
35525,5231757
35525,5260915
35525,5655723
35525,845942
35525,99740
35526,1094913
35526,1262330
35526,13952202
35526,14113
35526,14224841
35526,14234800
35526,14367271
35526,14464681
35526,14907713
35526,23775
35526,25881
35526,27232
35526,404562
35526,413586
35526,4263407
35526,4565530
35526,4622901
35526,4912518
35526,4927373
35526,4957022
35526,4990475
35526,5238667
35526,5289242
35526,5417269
35526,5674049
35526,803494
35526,803495
35526,807562
35526,97264
35526,97283
35527,1103132
35527,1104878
35527,1107308
35527,319999
35527,321431
35527,345275
35527,350823
35527,4581291
35527,4896021
35527,4916411
35527,783143
35527,9642
35528,1102717
35528,125264
35528,22535
35528,234939
35528,26660
35528,338917
35528,4268865
35528,4552408
35528,4924621
35528,5338813
35528,5341476
35528,773363
35528,781842
35528,787761
35551,1118738
35551,1169776
35551,12254
35551,1252075
35551,13252023
35551,13610876
35551,13950196
35551,14907713
35551,166094
35551,169247
35551,171266
35551,194894
35551,195903
35551,202505
35551,203651
35551,208538
35551,235560
35551,235561
35551,235924
35551,236010
35551,24176
35551,4244885
35551,4346473
35551,4415781
35551,4697792
35551,4857420
35551,5026288
35551,5052678
35551,5389100
35551,5441540
35551,874097
35551,907659
35551,9426
35551,965484
35551,965486
35552,1181338
35552,130828
35552,13812721
35552,14101160
35552,241748
35552,4296673
35552,4300707
35552,4303457
35552,4344728
35552,4429144
35552,4707610
35552,5126092
35552,5499232
35552,5500391
35552,5581324
35552,5641145
35552,5648435
35552,5933222
35552,680639
35552,885871
35553,13058393
35553,5430421
35554,13571976
35554,13846066
35554,416055
35554,4954908
35554,5004246
35558,4913493
35558,13613862
35558,4837172
35558,4576533
35558,5118055
35558,5640525
35558,1147650
35558,4899060
35558,958747
35558,4170055
35558,5636494
35584,11304
35584,4518113
35584,177297
35584,598426
35584,4157758
35584,4389748
35584,17437
35584,1257777
35584,5587552
35584,4576427
35584,5652215
35584,242074
35584,4461784
35584,4982310
35584,4339577
35584,13499
35584,4396660
35584,4383638
35584,4393073
35584,5938473
35584,17159
35584,65369
35584,5768081
35584,1012440
35585,4401442
35585,5350625
35585,5680368
35585,620
35585,4389726
35585,4149462
35585,934275
35585,195762
35585,19108278
35585,787951
35585,4385223
35585,980217
35585,9656
35585,4642464
35585,874470
35585,4474641
35585,4379616
35585,4154760
35585,9628
35585,4404445
35585,4394800
35585,4384337
35585,4894830
35585,4382235
35608,1079601
35608,1081139
35608,1142225
35608,1202198
35608,1246628
35608,1272384
35608,13085341
35608,13599117
35608,13710537
35608,13724752
35608,13724753
35608,14013544
35608,14060445
35608,14301023
35608,171379
35608,174144
35608,192885
35608,200739
35608,201918
35608,22856
35608,300471
35608,301569
35608,413051
35608,4234033
35608,4361216
35608,4371936
35608,4475409
35608,4537943
35608,5046143
35608,5097604
35608,5500731
35608,5548011
35608,5924114
35608,6051794
35608,650437
35608,806678
35608,8764
35608,894249
35608,894257
35608,967252
35608,974759
35650,13488470
35650,4311082
35650,14382386
35650,4605868
35650,4754119
35650,18117004
35650,4145885
35650,13929201
35650,5478329
35650,9293
35650,14117807
35650,197731
35650,5797626
35650,5013151
35650,4692615
35650,4335528
35650,4372454
35650,4878199
35650,16695228
35650,4328546
35663,14082676
35663,332262
35663,638577
35663,5278886
35663,1179326
35663,594935
35663,13368521
35663,54795
35663,4389811
35663,1109657
35663,170637
35663,339993
35663,1276818
35663,15430268
35663,14792300
35663,5699091
35663,1096352
35663,4413926
35663,1106817
35663,766619
35664,4443921
35664,8283
35664,4691283
35664,13479273
35664,13192443
35664,1202998
35664,4631687
35664,4698803
35664,4550113
35664,7438
35664,13478727
35664,236666
35664,13563998
35664,5539885
35664,25604
35664,13273400
35664,4642731
35664,367029
35664,14166182
35725,4942101
35725,1132632
35725,16498
35725,4211161
35725,840443
35725,36439
35725,1126598
35725,13713521
35725,713712
35725,5811213
35725,590846
35725,403258
35725,5965307
35725,4722398
35725,5041774
35725,4809888
35725,4562149
35726,4364205
35726,4388795
35726,207417
35726,13132
35726,4026
35726,1093204
35726,4371953
35726,4373719
35726,207943
35726,165554
35726,4372505
35726,165552
35741,4346957
35741,13991730
35741,14498420
35741,193832
35741,13990226
35741,14498419
35741,5417263
35741,4379962
35741,13672973
35742,1191703
35742,4558098
35742,4741160
35742,1067602
35742,1095931
35742,4739049
35742,1034203
35742,5723464
35742,6030025
35742,14907713
35742,593273
35742,4587253
35742,909776
35742,958432
35742,269438
35742,4856795
35751,4687064
35751,862755
35751,874620
35751,956545
35751,182392
35751,178582
35751,848949
35751,1266414
35756,1757
35756,4148843
35756,4401402
35756,1166463
35756,950337
35756,4154375
35756,1876
35788,1236957
35788,4098654
35788,4139268
35788,4164921
35788,4521050
35788,4521210
35788,5852585
35788,695133
35788,794515
35789,12473
35789,13278921
35789,164261
35789,16994545
35789,17359
35789,212832
35789,329951
35789,332491
35789,4295893
35789,4301231
35789,4303837
35789,4351520
35789,4396517
35789,4546163
35789,4572738
35789,4591652
35789,5857909
35789,626889
35789,672964
35789,99816
35804,13163236
35804,4402038
35804,14340930
35804,5050196
35804,4603413
35804,1144530
35804,4143953
35804,13899798
35804,5964107
35804,6031261
35804,6752
35804,4265967
35804,4405656
35804,5689835
35804,4392817
35804,5477307
35805,4336576
35805,559256
35805,4603413
35805,240934
35805,1253817
35805,4332694
35805,4847308
35805,4801081
35805,4393201
35805,5157543
35805,4236462
35805,1145194
35805,4366175
35805,4150951
35805,173950
35805,2976
35805,4322723
35805,562433
35805,4296696
35806,3429
35806,4528957
35806,5461435
35806,4599463
35806,5389243
35806,6081324
35806,5025579
35806,4521452
35806,5550841
35806,1208760
35806,4706683
35806,5485133
35807,21357
35807,181681
35807,1234761
35807,13044
35807,560792
35807,4816726
35807,4383150
35807,14268414
35807,4147061
35807,21268
35807,14125086
35807,235767
35807,4840843
35807,4371328
35807,4581912
35807,17784215
35807,19010
35807,14060771
35807,5627343
35807,5477307
35807,6011879
35807,841304
35808,14422564
35808,4837415
35808,4599463
35808,670892
35808,5968282
35808,6031262
35808,5830969
35808,6029709
35808,14861383
35809,4549994
35809,990640
35809,4829322
35809,5064914
35809,4480288
35809,5370229
35809,563752
35809,5564261
35809,32497
35809,18243
35809,5950056
35809,5472211
35809,5555466
35809,24093
35809,5441164
35850,1086408
35850,13467646
35850,13520133
35850,4551766
35850,4582921
35850,4648318
36015,4671211
36015,14117646
36015,18124751
36015,4978528
36015,4283869
36015,6017893
36015,13069617
36015,210970
36015,5153412
36015,5461680
36015,4998919
36015,14205013
36015,16695569
36015,203412
36015,14043049
36015,13758471
36015,5963400
36015,5049739
36015,13703008
36015,6047790
36015,5707544
36015,13953498
36015,14318110
36015,4932048
36015,5786972
36015,13065315
36015,5838479
36015,4889321
36015,22802
36015,13283057
36015,16695571
36029,5442824
36029,5010066
36029,582093
36029,14400122
36029,4861258
36029,14240539
36029,5123133
36029,234950
36029,4831337
36029,582092
36029,4351847
36029,4212288
36029,4213643
36029,5806584
36029,16748150
36029,4961737
36029,4474857
36029,791074
36029,4200397
36029,1167157
36029,13111266
36029,14907713
36029,5102149
36029,14084622
36029,5001223
36030,1107410
36030,4182176
36030,4274415
36046,1200033
36046,1275358
36046,14293675
36046,147420
36046,319805
36046,4125999
36046,620228
36046,630254
36046,894190
36048,13766908
36048,16694297
36048,4567321
36048,4758798
36048,5112071
36049,1108689
36049,1273770
36049,13449051
36049,13746
36049,19334
36049,235482
36049,23693
36049,26986
36049,301667
36049,4306859
36049,4580971
36049,4706132
36049,5039393
36049,5092111
36049,5901177
36049,617464
36049,785019
36049,985775
36070,5915956
36070,180018
36070,207182
36070,4138532
36070,14907713
36071,13493576
36071,5081614
36071,17248754
36071,22894860
36071,1225585
36071,13726693
36071,14255110
36071,1269917
36071,4518991
36071,1132686
36071,5792729
36072,13785321
36072,13654335
36072,4352914
36072,13174530
36072,4358559
36072,557996
36072,4326829
36072,163643
36072,234430
36072,11947106
36072,4191336
36072,5845824
36072,210814
36072,4144036
36072,13654337
36072,13895501
36072,4923920
36072,4319755
36072,5451100
36072,4352912
36072,186100
36072,238558
36072,13650640
36072,15552
36072,5847957
36072,4352913
36072,14317955
36072,14197342
36072,6061965
36072,4356058
36072,4515938
36072,962329
36072,4922213
36072,4369310
36072,14311635
36072,13654336
36073,1094924
36073,1125187
36073,1259727
36073,13211593
36073,13499428
36073,13672973
36073,14021669
36073,14193644
36073,14333553
36073,4113140
36073,4155292
36073,4212249
36073,4364067
36073,4399907
36073,4415414
36073,4528865
36073,4537283
36073,4565084
36073,4762750
36073,4904482
36073,5016638
36073,5082516
36073,5469587
36073,5806584
36073,6033474
36073,6049448
36073,838705
36073,903836
36073,923917
36073,970273
36073,985432
36074,1011988
36074,1117001
36074,1126944
36074,1164027
36074,1170888
36074,14220741
36074,345049
36074,4514304
36074,5893637
36074,812
36074,838700
36074,863726
36074,870030
36074,965381
36074,993198
36075,1060070
36075,1067604
36075,1201043
36075,14253432
36075,14431599
36075,182157
36075,196157
36075,202451
36075,21184
36075,236308
36075,276854
36075,405253
36075,4531013
36075,4551144
36075,4560693
36075,4604628
36075,4711605
36075,4960929
36075,5511996
36075,5792661
36075,5846982
36075,5919688
36075,63948
36075,72513
36075,786161
36075,872886
36076,13249955
36076,13475360
36076,14907713
36076,18477
36076,203576
36076,4113125
36076,4386763
36076,4390687
36076,4468818
36076,4530983
36076,5158905
36076,5543939
36076,836794
36076,845137
36076,96108
36118,22823
36118,234805
36118,27371
36118,4136593
36118,4416602
36118,591672
36118,998150
36123,1092032
36123,1095924
36123,1132854
36123,1154411
36123,1235054
36123,13460145
36123,13861160
36123,14221797
36123,14274787
36123,14320316
36123,14384511
36123,147338
36123,14851518
36123,14907466
36123,16748445
36123,239737
36123,27185
36123,337489
36123,350789
36123,363961
36123,4316101
36123,4330798
36123,4351915
36123,4364119
36123,4452540
36123,4459232
36123,4476679
36123,4575905
36123,4718673
36123,4743640
36123,4757917
36123,4784499
36123,4801331
36123,4997862
36123,5072815
36123,5096369
36123,5115905
36123,5137331
36123,5215384
36123,5411626
36123,5442712
36123,5467030
36123,5760365
36123,5891192
36123,589703
36123,5926625
36123,5933985
36123,595021
36123,644315
36123,66246
36123,684434
36123,872124
36123,968910
36123,970125
36123,976884
36124,1065540
36124,1068459
36124,1068469
36124,1102604
36124,1105198
36124,1168187
36124,1194373
36124,12325343
36124,123485
36124,1250402
36124,1256058
36124,1264192
36124,13233863
36124,14190545
36124,14409241
36124,150865
36124,165185
36124,166321
36124,166490
36124,167008
36124,169249
36124,174110
36124,17569488
36124,176657
36124,177969
36124,177979
36124,179095
36124,181911
36124,186783
36124,187196
36124,187944
36124,188834
36124,192275
36124,193853
36124,194594
36124,196600
36124,196771
36124,198414
36124,206892
36124,209337
36124,211512
36124,269435
36124,291362
36124,301024
36124,326414
36124,344328
36124,357438
36124,359132
36124,365353
36124,386882
36124,4361679
36124,4368479
36124,4473270
36124,4510281
36124,4512654
36124,4515625
36124,4527822
36124,4551177
36124,4596993
36124,4601978
36124,4731192
36124,4894451
36124,5523059
36124,5560840
36124,557370
36124,562348
36124,578114
36124,616487
36124,623739
36124,667946
36124,667950
36124,779852
36124,816465
36124,831277
36124,834256
36124,836400
36124,859604
36124,885916
36124,894698
36124,902318
36124,909579
36124,921971
36124,925079
36124,947892
36124,999711
36186,4164182
36186,1086432
36186,4611172
36186,5884359
36186,5535625
36186,5275755
36187,13286361
36187,5144121
36187,13639266
36187,13821223
36187,1188950
36187,13821224
36187,5041376
36187,13713438
36187,1109271
36187,5473547
36188,4201588
36188,4364461
36188,5802690
36188,17811660
36188,5528207
36190,1116291
36190,50053
36190,5132642
36198,4150309
36198,4441828
36200,26519
36200,963837
36217,13830462
36217,5422739
36217,5016650
36217,6909
36217,4912932
36217,6061291
36217,4643536
36217,14239117
36217,4441234
36217,239382
36217,5686220
36217,11946598
36217,5122219
36217,19569
36217,4707869
36217,20894
36217,5581587
36217,953884
36217,5778824
36217,11786
36217,5776552
36217,980012
36217,4894024
36217,14141450
36217,5778825
36218,914
36218,10742
36218,12469
36218,28711
36218,34212
36218,168788
36218,211983
36218,766720
36218,837034
36218,843177
36218,900258
36218,937570
36218,959470
36218,963348
36218,1000930
36218,1019593
36218,1036164
36218,1261344
36218,1265159
36218,4144989
36218,4295821
36218,4328991
36218,4345664
36218,4349737
36218,4374155
36218,4552131
36218,4577946
36218,4580152
36218,4713764
36218,4716693
36218,5094160
36218,5276713
36218,5333777
36218,20312459
36287,4750448
36287,13659
36287,4810911
36287,5415681
36287,2019
36287,4359234
36287,854091
36287,5821083
36287,5459499
36287,4341343
36287,13131249
36287,235221
36287,238402
36287,4283098
36287,6020546
36287,5415682
36287,4232
36287,560011
36287,13426210
36288,181580
36288,5785897
36288,5055310
36288,5687516
36288,65904
36288,235221
36288,5498504
36288,13426210
36288,4745226
36289,4599390
36289,4167751
36289,4546351
36289,4186457
36289,4466600
36289,13755149
36289,881555
36289,4728683
36289,1085235
36290,13783424
36290,5071879
36290,4433593
36290,844549
36290,14028302
36290,13720329
36290,4817966
36290,5563364
36290,976471
36290,5043316
36290,1156593
36290,945074
36290,4352913
36290,4808703
36290,921979
36290,5689246
36291,5489917
36291,4623697
36291,5681175
36291,13465305
36291,4403829
36291,6017340
36291,4242380
36291,6026252
36292,4375777
36292,806254
36292,4593605
36292,4150323
36292,948091
36292,1112805
36292,5344485
36293,178466
36293,631188
36293,2904
36293,4154700
36293,4147192
36294,1126442
36294,16677
36294,4252106
36294,6058496
36322,14257477
36322,1126664
36322,6024464
36322,14434376
36322,13981484
36322,13661187
36322,13341925
36322,14400707
36322,6065288
36322,4186996
36322,6027461
36322,13989685
36322,4154813
36322,13376456
36322,13312718
36322,1273503
36322,13848805
36323,4413727
36323,16804
36323,19969
36323,14047
36323,21012745
36323,4395018
36323,14252756
36323,5460746
36323,4564948
36324,5337531
36324,4228893
36324,5785129
36324,13221258
36324,4302781
36324,102580
36324,4390471
36324,14402528
36324,14078608
36324,11946287
36324,14264378
36324,14881454
36324,4943631
36324,4288153
36324,5516373
36332,13865153
36332,14218553
36332,14238045
36332,4145285
36332,4146996
36332,4147555
36332,4150435
36332,4402886
36332,4405598
36332,72239
36332,747
36332,74700
36405,1194279
36405,13726518
36405,13878063
36405,141308
36405,14907713
36405,18166
36405,25286
36405,4148672
36405,4212432
36405,4230808
36405,4273248
36405,4326772
36405,4346956
36405,4370662
36405,4608386
36405,5038456
36405,5634911
36405,692397
36406,1211494
36406,13143032
36406,13152199
36406,13163179
36406,13195674
36406,13233342
36406,13233345
36406,13278405
36406,13354768
36406,13398911
36406,13406050
36406,13416385
36406,13658353
36406,13740723
36406,13756615
36406,13787400
36406,14089295
36406,14254260
36406,14270340
36406,14278166
36406,14279146
36406,241590
36406,4172759
36406,4196021
36406,4253930
36406,4304032
36406,4320594
36406,4711340
36406,4889321
36406,5276283
36406,5449704
36406,5540172
36406,5564306
36406,562535
36406,5823012
36406,5837750
36407,1081003
36407,124145
36407,1262785
36407,13273437
36407,13912641
36407,14405350
36407,14907713
36407,20444
36407,235318
36407,236354
36407,237938
36407,401649
36407,4326352
36407,4354339
36407,4371042
36407,4429553
36407,4434687
36407,4547125
36407,4974623
36407,5062949
36407,562189
36407,5806584
36407,5813010
36407,621394
36407,670708
36407,823964
36407,873575
36407,938478
36408,1002812
36408,1133178
36408,1150863
36408,1159078
36408,1173242
36408,1242390
36408,1249190
36408,13370505
36408,13416214
36408,13597742
36408,13661975
36408,13921778
36408,14254186
36408,14423536
36408,14488303
36408,14907713
36408,23865
36408,263330
36408,263351
36408,340472
36408,4138176
36408,4212926
36408,4430708
36408,446355
36408,4693647
36408,4824253
36408,4835133
36408,4986007
36408,5353890
36408,55762
36408,5578229
36408,5671673
36408,57466
36408,57467
36408,582597
36408,622575
36408,670401
36408,748016
36408,748037
36408,773952
36408,783194
36408,804140
36408,805160
36408,807593
36408,812882
36408,885993
36408,9074
36408,932209
36409,1059110
36409,1099359
36409,1120468
36409,1252424
36409,15403581
36409,163740
36409,164625
36409,183268
36409,19501
36409,200236
36409,202594
36409,266726
