Source,Target
27,16751852
27,17052939
27,17403947
27,17954497
27,18519551
27,18547138
27,19465209
27,19484879
27,19751503
27,20211589
27,20368230
27,20810823
27,20955495
27,20958887
27,21116334
27,21702868
27,21853830
27,21942160
28,12213138
28,18302300
30,15479938
30,15802072
30,17316292
30,17316321
30,17399752
30,25585572
31,17039690
31,20408298
31,21117373
32,10925937
32,11004048
32,16116106
32,16832241
32,17062865
32,17099089
32,18422562
32,20807248
32,20814596
32,21485674
32,21593442
32,8221447
32,8490410
32,9010949
32,9758296
34,10353129
34,12972124
34,14961191
34,15772212
34,17724263
34,21252172
34,22999727
34,3676046
34,7626359
34,7845809
34,7946793
34,9870010
37,12695271
37,14970300
37,16021375
37,16439217
37,16763922
37,17114203
37,18978506
37,19528563
37,20410415
37,20510828
37,8370220
38,7831169
39,10839527
39,10930364
39,12746264
39,14724164
39,15062374
39,15062379
39,15082698
39,15243892
39,15542530
39,15569110
39,15838071
39,16181299
39,16189768
39,16246700
39,16279893
39,16429352
39,16429356
39,16564850
39,17058158
39,17058159
39,17058174
39,17324414
39,17357836
39,17720639
39,17963520
39,18046031
39,18063642
39,18094205
39,7244242
39,7992733
39,9834314
40,10421300
40,11480471
40,11720117
40,11926176
40,12017511
40,1202204
40,12091014
40,12393081
40,12440799
40,14258950
40,14668142
40,15159490
40,16614023
40,19641331
40,2760661
40,3403500
40,9550511
40,9744666
48,12390466
48,15076825
48,15327684
48,15772120
48,16048624
48,16611514
48,18338989
48,18692016
48,7574198
48,7640549
49,11710899
49,11823860
49,11882780
49,12643889
49,15122207
49,16444271
49,16481894
49,16550169
49,17554300
49,17614891
49,17892982
50,16622269
50,17667931
50,21537231
50,21673198
50,7748384
50,9034946
53,10125117
53,10174489
53,10299618
53,15739871
58,10685714
58,15976237
58,18603160
58,19055707
58,19386660
65,10364902
65,4057484
65,7677447
65,9918251
67,10404926
67,1202204
67,12053130
67,12849265
67,1356550
67,16787834
67,17194818
67,17222085
67,17622761
67,17689146
67,18633132
67,18823039
67,19520613
67,19786776
67,20849018
67,21088041
68,11069817
68,14576443
68,15006974
71,16427494
71,16784945
71,17026742
71,21037477
71,22316447
76,10464623
76,10773783
76,1371239
76,19846789
76,22047557
76,23525080
76,2570460
76,7472820
76,7530552
79,11083884
79,12403875
79,15810751
79,16927954
79,17122382
79,18390964
79,18425927
79,19176708
79,19251835
79,19460834
79,20816546
79,20818875
79,21993808
79,23204065
79,23596214
79,23838376
79,3605841
86,12648025
86,15479672
86,19121257
86,19291829
86,20130993
86,20485701
86,21057076
86,22150623
86,22305024
86,22685471
86,22778182
86,8535411
87,11331900
87,15019701
87,15272295
87,15576042
87,15861210
87,16120317
87,18990125
87,19149282
87,19303927
87,21112411
87,22328278
87,22513923
87,3779373
88,15120056
88,15745292
88,17215986
88,1756567
88,17670141
88,1881180
88,19525602
88,21666814
88,2690043
88,7468612
88,8007081
88,8221857
88,8227835
88,9248921
95,21953336
95,23460467
95,23887065
95,23890223
100,11310428
100,12888824
100,18059032
100,18086756
100,7758431
103,12967693
103,14819261
103,16263885
103,17215723
103,19007535
103,2202307
103,6352458
103,9990352
106,11068550
106,17698701
106,3968914
106,7678184
107,13861580
107,4831134
107,5467262
107,5903856
108,10796491
108,11827500
108,12826639
108,18316754
109,18099548
109,18624052
109,22372235
110,15790987
110,16284219
110,17287242
110,17714991
110,19052045
110,20435867
113,4797978
113,5542725
114,4799804
114,5363032
114,5830042
114,13396972
114,4388969
114,4596009
115,1139315
115,4844460
115,803854
115,806808
116,13070147
116,14256816
116,16992821
117,4344978
117,13460242
117,4853882
117,4404211
118,5076396
118,4403941
118,4371263
118,13883372
118,15390401
120,4150951
121,5158246
124,1110403
124,1117598
124,13374941
124,14114842
124,234980
124,4514629
124,4555506
124,4938842
124,5011106
124,5022448
124,5031790
124,5032098
124,5126162
124,5128393
124,5422014
124,5461230
124,5687529
124,5774935
124,5857919
124,5913291
124,5967288
124,5988206
125,4108942
125,4448131
125,4835515
125,5101625
126,5013515
126,5774552
126,5939892
127,1144087
127,13633344
127,14343442
127,14492839
127,241896
127,4379939
127,4379940
127,4385403
127,4388519
127,4393311
127,4477521
127,6075660
128,10131636
128,10401310
128,12938746
132,18902367
132,5334915
132,4378907
132,13376428
132,5320000
132,5029466
138,15447805
138,15447806
138,17443628
138,17810463
138,18042952
138,18086452
138,18682467
138,19089510
138,19271595
138,19480191
138,19633788
138,19995448
142,11900188
142,15746107
142,20726446
142,21404787
146,11290619
146,15310588
146,18462284
150,10856313
150,10859037
150,11083884
150,11867822
150,12447511
150,12501030
150,12527605
150,12543832
150,14665660
150,14706658
150,15764781
150,16100142
150,16380593
150,16616558
150,16963680
150,17764785
150,18390964
150,18614781
150,18838559
150,18975486
150,3284844
150,7500534
150,7651472
150,8726948
150,9142026
150,9262498
150,9408719
150,9596317
154,11251683
154,14747243
154,15209774
154,15554356
154,15569808
154,17130218
154,18184896
154,4197425
154,8180418
154,9283776
156,10608028
156,10744147
156,10823257
156,12775856
156,15163775
156,15764793
156,18347212
156,18757870
156,2332918
160,11769786
160,12023412
160,12620088
160,17119004
160,17613577
160,18487069
160,19126844
160,19126847
160,19370674
160,20091652
162,11083504
162,16375891
162,17226742
162,1734324
162,17613187
162,17633954
162,17636141
162,18205881
162,18497491
162,18604308
162,18990411
162,19096225
162,2730373
162,583685
162,7575219
162,9726467
166,10186577
166,11087007
166,11344275
166,11654434
166,15609844
166,15974873
166,16009060
166,20785199
166,20986120
166,3669036
166,5712311
166,6134188
166,6371038
166,6390207
166,8105269
169,10218637
169,1177323
169,1195775
169,18256658
169,18948946
169,4188291
169,593350
169,7042533
169,8022192
169,8136829
169,8340104
169,8649456
169,910134
169,9874369
170,10784513
170,11896130
170,12752838
170,1576579
170,15983181
170,19019904
170,19521110
170,19588334
170,19686772
170,19875609
170,20002505
170,20189241
170,20200012
170,20230273
170,2030269
170,20392703
170,20438881
170,21288340
170,3465207
170,7484488
170,7825481
173,10606281
173,11874772
173,2297154
173,3688609
173,8602118
176,11303298
176,11552214
176,15382153
176,16401483
176,16502396
176,16871575
176,16899321
176,17006923
176,17162245
176,17277038
176,18270241
176,19501928
176,19585618
176,19827166
176,20370671
176,20427778
176,20494470
176,20879883
179,11057458
179,11079009
179,11297957
179,11434620
179,15094237
179,15188175
179,15630444
179,16274836
179,17162224
179,17332881
179,17404313
179,18038452
179,18471545
179,18984475
179,19157625
179,19519733
179,19961576
179,20051972
179,20802342
179,9691091
184,20850710
184,12913850
184,4841875
184,6703189
184,3289725
184,22532919
184,20350225
189,15700517
189,18416928
189,8329970
194,10733541
194,11729378
194,11804670
194,1355833
194,16399153
194,16498709
194,16798373
194,17356039
194,17876268
194,17895356
194,18667256
194,19472315
194,20223873
194,9404965
194,9665895
199,15316039
199,2107459
199,2327419
199,8814101
199,9431493
199,9537972
201,12370210
201,17013656
201,9457273
205,11970938
205,15557066
205,16786610
205,8251779
205,8507242
211,26923275
213,27251915
215,11821517
215,14593043
215,14636132
215,16010401
215,18182604
215,18780845
215,18780852
215,19211462
215,19838871
215,20186033
215,20354390
215,21694566
215,23342405
215,23342406
215,23600316
215,23600317
215,23681880
215,24016175
215,24280845
215,24893538
215,25006709
215,25363437
215,26261196
215,26444628
215,8054114
215,8501673
222,28839627
223,10885089
223,14700243
223,15957201
223,19304988
223,19858533
223,19949848
223,21479777
223,23045316
223,24148033
223,24176253
223,25390579
223,26052657
227,10086969
227,10534467
227,10898430
227,10898432
227,10899092
227,11174344
227,11194602
227,11225598
227,11225795
227,11435337
227,11513446
227,11777866
227,12006306
227,12009722
227,12147565
227,12205647
227,12270863
227,12418741
227,12475469
227,12657224
227,12734133
227,12842645
227,12842646
227,15121070
227,15451153
227,15519256
227,15557724
227,15667387
227,15721118
227,15944102
227,16272210
227,16864618
227,17010806
227,17045903
227,17208080
227,1736767
227,17697827
227,18586835
227,1927916
227,19397534
227,19713422
227,1987214
227,21091737
227,21420055
227,21757485
227,22067373
227,22284256
227,22444321
227,22565936
227,2872472
227,2913492
227,4011842
227,6866032
227,6880244
227,7109136
227,7596855
227,7732979
227,7767671
227,7798528
227,8256705
227,9060805
227,9935002
230,10844405
230,10959691
230,11259926
230,11738078
230,11929177
230,12194636
230,12665320
230,14608161
230,14987912
230,15920416
230,16966998
230,18073394
230,18812453
230,19926740
230,21423557
230,21502874
230,21615248
230,22262775
230,23301969
230,23392364
230,23696318
230,24880040
230,26308340
230,26384835
230,7855781
233,12664219
233,15312219
233,16177006
233,16696865
233,17331245
233,17420666
233,21430640
233,22783771
234,4274753
234,4317427
234,5136941
234,5799137
234,4852400
234,14155288
234,13989261
234,5858746
234,5542668
234,5545197
234,5774935
234,5085189
234,4768935
234,5443776
234,5037629
234,5572784
234,5580800
234,5361007
234,5725278
234,5545127
234,4648576
234,4461985
234,5246006
234,5659338
234,4811380
234,5037411
234,4436190
235,10037304
235,11250976
235,11373878
235,12850865
235,1515200
235,15483800
235,20222398
235,22187189
235,22804480
235,23459186
235,2930380
235,7501324
235,8666620
239,22198901
239,8346136
240,11063154
240,16512926
240,17976611
240,18952309
240,19308798
240,22151445
240,24067488
240,25186048
240,25580207
240,28839807
240,3123181
240,8210982
240,9299672
240,9481153
244,17636806
244,18644063
244,20091571
244,22401338
244,340000
247,10609690
247,10794849
247,11910061
247,12130773
247,12634421
247,12707450
247,12917900
247,12917950
247,15172738
247,15477536
247,15974913
247,16906789
247,16972896
247,18986241
247,19127292
247,19158417
247,19527190
247,19573485
247,19573486
247,19679070
247,20009055
247,20061647
247,20182025
247,20182045
247,20721349
247,21504133
247,21514247
247,21760986
247,21784351
247,21911655
247,22033677
247,22035455
247,22229116
247,22336816
247,22579080
247,22646065
247,22842867
247,23084456
247,23296339
247,23336974
247,23735288
247,23883379
247,24145484
247,24216217
247,24353405
247,24361915
247,24450890
247,24450891
247,24493463
247,24641219
247,24795567
247,24931035
247,25024750
247,25385407
247,25550228
247,25621019
247,25771249
247,25792098
247,26208710
247,26238576
247,7783942
247,8079912
247,8346443
247,8757015
247,9330961
247,9343467
247,9392846
247,9443474
247,9771826
247,9854307
248,10678857
248,11448586
248,15087326
248,18583681
248,18614493
248,19952043
252,10496266
252,10634456
252,11464847
252,12058084
252,12933930
252,16426990
252,16609978
252,17054194
252,18180444
252,18309045
252,18985466
252,19251627
252,19251628
252,19307543
252,19325616
252,8302340
252,8446170
252,8676624
252,8708642
258,14642924
258,15454254
258,16790451
258,16906507
258,16939973
258,18846564
258,19074113
258,20494693
258,22661725
258,23176802
258,26812569
259,19335654
262,10675357
262,10831553
262,10902790
262,11237218
262,14688154
262,15539436
262,16886951
262,17354203
262,17371468
262,17405838
262,18089693
262,18478198
262,19357406
262,19357407
262,19567518
262,19692185
262,19781047
262,21084397
262,22172592
262,22178788
262,23084978
262,23211631
262,24384025
262,25598791
262,2895373
262,7593430
262,7673399
262,9408743
262,9814480
263,12015695
263,14605050
263,15509815
263,15585504
263,15917519
263,16080068
263,16354745
263,16507559
263,16625125
263,16914701
263,17913720
263,18444827
263,18508226
263,18819975
263,18819979
263,18819981
263,18819982
263,18819983
263,19035777
263,19527173
263,19675016
263,19875685
263,19915068
263,20007730
263,20124288
263,20129148
263,20547786
263,20733044
263,20846586
263,20876625
263,21148517
263,21173186
263,21393160
263,21555763
263,21685879
263,21784708
263,21810837
263,22000347
263,22057701
263,22086858
263,22198992
263,22341298
263,6974539
263,6994200
263,9835495
264,10893335
264,11246115
264,16805880
264,7623573
264,8936928
266,11303260
266,11784216
266,12036220
266,1275357
266,12835308
266,1571466
266,19282331
266,8513067
266,9145732
267,12821558
267,16510747
267,19029470
267,19808490
267,19995881
267,20103757
267,21457789
267,21930724
267,22386883
267,23094720
267,23500312
267,24135832
267,24549549
267,24610740
267,24685669
267,24960268
267,25053659
267,25145528
267,9725923
269,11256973
269,12427793
269,15121574
269,15145258
269,15758903
269,16317669
269,16799943
269,17081185
269,17161090
269,17573787
269,17588223
269,19136111
269,19155937
269,19418576
269,19443069
269,19797284
269,19939833
269,20962668
269,20977643
269,21122553
269,21356004
269,21970872
269,22695903
269,22892336
269,8294091
269,8607505
270,4933418
270,5321952
270,13451613
270,13631200
270,13635545
270,13954911
270,14202268
270,14293004
270,16589434
270,17248248
270,4148702
270,4379022
270,4383874
270,4389232
271,4144144
271,14947866
271,14007731
271,13954545
271,5341209
271,4395244
271,4891926
271,4901859
271,5340977
271,13631200
272,12466506
272,12466507
272,14643073
272,16697316
272,18565859
272,19553398
272,19659616
272,22828712
272,23888191
272,24374320
272,24382410
272,24445936
272,24453099
272,24966695
272,25193873
272,25229080
272,25262686
272,25399274
272,25502139
272,25628308
272,25939649
272,26578027
272,3632164
272,9741514
272,9886707
273,13700282
273,13794652
273,13852143
273,13938969
273,14070428
273,14077936
273,14082741
273,14121058
273,14172469
273,14415245
273,4138357
273,46052
273,4692249
273,4743492
273,5024049
273,5321229
273,5423899
273,5435650
273,5656235
273,5919749
273,6034728
274,13292244
274,13428699
274,13524561
274,13807647
274,14240122
274,14259277
274,14440828
274,14470855
274,16810991
274,4162235
274,4163495
274,4550126
274,4556018
274,4557306
274,4557307
274,4559695
274,4564048
274,4566015
274,4598080
274,4599283
274,4685087
274,4885396
274,4907279
274,4910837
274,4921419
274,4923462
274,4934188
274,5024722
274,5059529
274,5128711
274,5157696
274,5410781
274,5481893
274,5731356
274,5762810
274,5763825
274,5800161
274,6050715
275,10977838
275,11074777
275,11533436
275,12399341
275,12746362
275,15774965
275,15947336
275,18974174
277,12517460
277,15007008
277,15758000
277,18256391
277,18539223
277,1901190
277,19237658
277,19249633
277,19717846
277,20817281
277,21470671
277,21665265
277,22922416
277,23473396
277,23500251
277,23514976
277,23922145
277,23991625
277,24135329
277,24428477
277,24583294
277,24849104
277,25002178
277,25176395
277,25240548
277,25494279
277,25766941
277,25775052
277,25790880
277,25791214
277,25873730
277,25883067
277,26129947
277,26320110
277,26324049
277,26474811
277,28506940
277,28948706
277,912839
278,11914749
278,14575972
278,19280766
278,20115926
278,20499044
278,20724646
278,21203500
278,21463240
278,21677039
278,21700917
278,21814873
278,22187472
278,22432108
278,23274891
278,9472858
279,14520617
279,14610329
279,14655196
279,14767027
279,15004252
279,15575002
279,16408129
279,17060257
279,17185143
279,17412702
279,18095805
279,18950914
282,10192069
282,11579186
282,12732169
282,16731726
282,17019558
282,17344254
282,17344255
282,17846091
282,17991255
282,18425944
282,18478868
282,18843710
282,19318459
283,5438044
283,13472513
283,14370165
283,14491940
283,18110462
283,4984076
283,13315254
283,5776525
283,13981195
283,16656404
283,14236133
284,5001867
284,4150438
284,237807
284,13931034
284,4149534
284,4154936
284,13304028
284,4621684
284,5018023
284,4381522
284,5463244
284,4379672
284,5055944
284,14287199
284,4775441
284,4396142
284,16589433
286,5792242
286,4590489
286,5053467
286,4337324
286,5773029
286,127739
286,4271263
286,4688137
286,14907713
286,4772677
286,4587250
287,5044826
287,5672582
287,5680352
287,4947177
287,5642682
287,6047678
287,5640385
288,13936632
288,14390024
288,5325935
289,5916361
290,12858063
290,15045859
290,15590953
290,15957515
290,17058754
290,17085272
290,17679683
290,18098298
290,18478869
290,19092112
290,19628680
291,10824078
291,14534340
291,16431193
291,17229917
291,17452217
291,17761027
291,19523574
291,19523575
291,19699382
291,20380974
291,20609688
291,20709440
291,21135109
291,21441132
291,21451459
292,11299128
292,11376180
292,12391369
292,17711619
292,24029237
292,3555874
292,7216988
292,7931448
292,8843810
294,12207822
294,14906130
294,15237929
294,20375886
294,2537192
294,4283893
294,5429657
296,10555011
296,12919176
296,15319653
296,15366676
296,15645405
296,16365236
296,17625980
296,18794043
296,3384981
296,7991640
297,24709869
297,3801244
302,18177225
302,26430194
308,17219493
308,20430932
308,20709715
308,21117374
309,15502078
309,17395950
309,17415291
309,17882852
309,19139717
309,21875312
310,10986214
310,11398697
310,12738689
310,14624686
310,16009864
310,17015866
310,17610769
310,18440350
310,19926688
310,20078760
312,10048880
312,10422996
312,12434722
312,12747368
312,14504113
312,15933319
312,17036650
312,17310304
312,17617506
312,2344509
312,7791255
312,9043562
315,12002936
315,12437846
315,18397159
315,19545965
315,19706203
317,11418700
317,12377672
317,12915363
317,15657159
317,16009864
317,16688973
317,17043345
317,17301203
317,17329694
317,1824793
317,19278949
317,19901140
317,20375407
317,20585065
317,20585066
317,21067384
319,17040932
319,18838559
319,20947648
319,20959284
319,21075776
319,22372231
319,22977283
319,23078806
322,19142797
322,19203334
322,19774078
322,19826175
322,19826176
322,19892893
322,20065752
322,20573253
322,2495778
322,8417272
324,18061312
325,13647637
325,13894383
325,13959034
325,163703
325,4109111
325,4145118
325,4145923
325,4146854
325,4147031
325,4148524
325,4155999
325,4156194
325,4401408
325,4404919
325,4405409
325,4552638
325,4574801
325,4627539
325,4944187
325,6034750
325,6056943
329,13531168
329,14156606
329,5960883
329,4105810
329,4144636
329,4150446
329,4152800
329,4152919
329,4208047
329,4394495
329,4402312
329,4403402
329,4604857
329,4624675
329,4627510
329,4997584
329,5005029
329,5470510
329,5543727
330,4197391
330,4270393
330,4885249
330,4996267
330,5039373
330,5419268
330,14114967
330,16557690
330,16557782
330,16558016
330,4196702
331,4176223
331,4322665
331,4323128
331,4333021
331,4334720
331,4698662
331,4894854
331,5166613
331,5410983
331,5415422
331,5424498
331,5466920
331,5467531
331,5488669
331,5788629
331,5962232
331,6021213
331,13694490
331,13738153
331,13885652
331,13954979
331,14075014
331,14490551
331,14794596
331,16557699
331,16561197
331,4169545
332,15828166
332,4528051
332,4633732
332,5329013
332,14858403
332,14907713
332,4200864
332,4269625
332,4501580
332,4604884
332,4608953
332,4621637
332,4970219
332,4990947
332,5001198
332,5961853
332,806526
332,808158
333,4732296
333,4736381
333,4845545
333,4855063
333,4878704
333,4972779
333,5057940
333,5064814
333,5958071
333,5969501
333,6034410
333,13208475
333,14212282
333,14271298
333,14346121
333,14800880
333,16558031
333,16747411
333,4268789
333,4330626
333,4351816
333,4356540
333,4369039
333,4371058
333,4371133
333,4376283
333,4616788
333,4624660
333,4628383
333,4672314
333,4711510
334,4100989
334,4394909
334,1092791
334,4177112
334,4390899
334,4390900
334,4586319
334,5639157
340,10773176
340,11372012
340,13271123
340,13816818
340,15784798
340,17932100
340,18346509
340,18495442
340,19338509
340,19546163
340,19958542
340,2417648
340,2780058
340,6272242
340,8222500
340,8324694
340,8991013
344,11713128
344,12762557
344,12870601
344,12882588
344,15111519
344,16225157
344,16438212
344,16466041
344,16863600
344,16941365
344,17822539
344,17962984
344,18160750
344,18547138
344,18559125
344,18630984
344,18728934
344,18830725
344,18833381
344,19346391
344,19502545
344,2267680
344,7039435
344,9146434
348,15036739
348,15582757
348,15919562
348,17161519
348,9141159
353,10699023
353,15591164
353,16980117
353,17035648
353,17084757
353,18628223
353,19075046
353,19345831
353,19380835
353,20488517
353,20813587
353,20825313
353,21346167
356,1194229
356,4257200
356,4871903
356,5965976
356,1115558
356,13650640
356,14907713
356,4141604
356,4365579
356,4414837
356,4745732
356,4995906
356,5096065
356,5114933
357,14117578
357,14907713
357,4245367
357,4568761
357,13278318
357,13738039
357,14101871
357,14150645
357,14209975
357,14445588
357,15390401
357,4158310
357,4205935
357,4356653
357,4368528
357,4553687
357,4581291
357,4604883
357,4896021
357,5777325
357,5806584
358,14245410
358,14245411
358,4698214
358,5016652
358,5383859
359,13497684
359,13758910
359,14403832
359,4209482
359,4294246
359,4359648
359,4552878
359,4562155
359,4562400
359,4580570
359,4597449
359,4598295
359,4632978
359,4902679
359,4961758
360,5139531
360,5334818
360,1095058
360,13641241
360,13671378
360,14907713
360,4208971
360,4304512
360,4321178
360,4321331
360,4552305
360,4554951
360,4860577
360,4876126
360,4898381
360,4974369
360,4984958
360,4999416
360,5058454
361,164367
361,4284499
361,4354620
361,4541604
361,5862419
362,14907713
362,238937
362,4310825
362,4331387
362,4577136
362,4899018
362,4930059
362,4930060
362,4934521
362,4990470
362,4990471
363,234417
363,238937
363,362
363,4331387
363,4899018
363,4930059
363,4934521
364,5230193
364,4393266
364,4107835
364,11946917
364,4344006
364,5018019
364,4152421
364,4598014
364,1158853
364,4368926
364,5412251
364,6049514
364,13459414
365,13278318
365,13989507
365,14907713
365,14907737
365,4147003
365,4218228
365,4316056
365,4378825
365,4397929
365,4568764
365,4572729
365,4863746
365,4884590
365,4884716
365,4887504
365,4891421
365,4892346
365,4937786
365,4945189
365,5003719
365,5335890
365,5339942
365,5497438
366,4212100
366,4379022
366,4380138
366,4381878
366,4389668
366,4391619
366,4391801
366,4392399
366,4395243
366,4954555
366,4955462
366,5439481
366,804469
366,13758095
366,13931034
366,14461406
366,14907713
366,234940
366,236309
366,237879
366,4133354
366,4144589
366,4145314
366,4149515
366,4152205
366,4200840
367,5684208
367,811651
367,13034709
367,13142994
367,13495474
367,13801176
367,13941895
367,14240539
367,14353904
367,163819
367,4158310
367,4215809
367,4287484
367,4382288
367,4627586
367,4901235
367,4958818
367,4972917
367,4983642
367,4995650
367,5321309
368,13376515
368,13617940
368,14189880
368,14240539
368,14423361
368,172488
368,5256410
368,5938952
369,14240539
369,14292829
369,4166536
369,4297649
369,5555561
369,5671059
369,5758045
369,5769180
369,5793714
369,5806584
369,6016620
369,6049437
369,13069532
369,13249967
369,13295248
369,13345795
369,13628579
369,13672942
369,13840645
369,13840646
369,14102852
369,14240536
370,5654602
370,5806584
370,6056776
370,14135466
370,14292989
370,14775715
370,14907713
370,15390401
370,16558101
370,1213996
370,4359607
370,4369741
370,4447949
370,4501478
370,4502280
370,4515843
370,4582634
370,4601768
370,4622000
370,4635690
370,4842127
370,4960207
370,4992207
370,5234965
370,5250250
370,5276615
370,5388595
370,5486279
371,13865457
371,14907713
371,4218236
371,4879523
371,13140276
371,13271308
371,13835291
371,14393572
371,14418725
371,14775715
371,15401229
371,16748065
371,4183001
371,4288798
371,4456224
371,4580792
371,5301324
371,5806584
371,5862401
372,13835748
372,13932174
372,14301537
372,4159772
376,10586890
376,10588993
376,12956752
376,15481282
376,15495009
376,15679715
376,16942576
376,17620073
376,17936891
376,18463203
376,19337432
376,20687065
376,21154351
376,9062345
376,9802362
380,11957188
380,16879238
380,20004777
380,20095309
390,11146694
390,11692116
390,12865776
390,14656845
390,15023012
390,16461139
390,16835976
390,17060655
390,17186468
390,17507204
390,17620060
390,17620826
390,18207562
390,18344471
390,18358585
390,19178399
390,20584003
390,20692689
390,9027436
396,10199409
396,10369261
396,10369262
396,11687797
396,11992256
396,12032915
396,16942393
396,17804452
396,18086728
396,18230725
396,18378180
396,18438813
396,18605359
396,18668535
396,19180495
396,19412191
396,19494217
396,19494218
396,20671522
396,21060333
396,9288094
396,9288758
402,10863116
402,10954281
402,11128183
402,11259724
402,16219841
402,16275436
402,16820416
402,17242273
402,18635617
402,18790590
402,19442909
402,19822875
402,8685933
404,14529101
404,15184207
404,16750447
404,17530144
404,20719838
406,4151476
406,4194356
406,4208071
406,4294244
406,4297786
406,4322718
406,4356143
406,4356785
406,4378655
406,4378796
406,4379260
406,4380071
406,4387403
406,4389026
406,4394639
406,4702872
406,4722484
406,4729505
406,4777253
406,4805011
406,4956394
406,4964831
406,4996475
406,5071041
406,5077823
406,5132672
406,5165697
406,5270942
406,5270945
406,5325972
406,5357727
406,5381845
406,5410898
406,5488944
406,5493088
406,5553411
406,5674960
406,5765763
406,5783872
406,5801782
406,5870099
406,5968981
406,6035648
406,13249955
406,13293190
406,13673056
406,13986151
406,14086728
406,14287192
406,14907713
406,16657851
407,13109626
407,14213392
407,14907713
407,4125982
407,4153897
407,4346473
407,4384563
407,4400133
407,4586397
407,4596505
407,4808930
407,4868928
407,4881437
407,4964565
407,4972775
407,5075520
407,5387730
407,6018195
407,6023547
407,6034482
407,6036538
407,1109235
407,13940299
407,14166725
407,14212420
407,14287192
407,14324978
407,14454025
407,235265
407,4105040
407,4106463
407,4139481
407,4144970
407,4145342
407,4183114
407,4204581
407,4516063
407,4320212
407,4359964
407,4364409
407,4373458
407,4387010
407,4397788
407,4399354
407,4403379
407,4430711
408,163013
408,4118996
408,4127163
408,4326352
408,4400956
408,4432912
408,4514314
408,4589319
408,4643821
408,4697831
408,4727071
408,4766986
408,4777306
408,4838000
408,4841975
408,5021101
408,5233850
408,5339467
408,5827345
408,1112792
408,13060280
408,13135413
408,13671378
408,13943454
408,14187340
408,14189907
408,14483210
408,14903798
409,11041402
409,6117845
412,16584544
413,10067481
413,1432885
421,13097990
421,14156606
421,4119290
421,4132588
421,4150886
421,4352009
421,4381206
421,4384558
421,4387669
421,4397407
421,4628896
421,5901728
422,4149946
422,4152562
422,4201681
422,4202520
422,4222535
422,4290533
422,4291787
422,4305296
422,4314705
422,4315645
422,4315932
422,4321927
422,4327390
422,4342167
422,4342558
422,4359143
422,4390471
422,4391039
422,4398026
422,4402915
422,4549980
422,4662153
422,4673618
422,5009289
422,5076881
422,5481498
422,5513971
422,5774487
422,5795934
422,13272188
422,13362543
422,13845757
422,14114842
422,16742812
423,13470746
423,14017521
423,166095
423,4097282
423,4120363
423,4317094
423,4327881
423,4351956
423,4361132
